INFO  - 2014-04-22 12:00:44.760; org.eclipse.jetty.server.Server; jetty-8.1.10.v20130312
INFO  - 2014-04-22 12:00:44.785; org.eclipse.jetty.deploy.providers.ScanningAppProvider; Deployment monitor /Users/ssdeepa/misc/videos/solr-4.7.2/example/contexts at interval 0
INFO  - 2014-04-22 12:00:44.791; org.eclipse.jetty.deploy.DeploymentManager; Deployable added: /Users/ssdeepa/misc/videos/solr-4.7.2/example/contexts/solr-jetty-context.xml
INFO  - 2014-04-22 12:00:44.869; org.eclipse.jetty.webapp.WebInfConfiguration; Extract jar:file:/Users/ssdeepa/misc/videos/solr-4.7.2/example/webapps/solr.war!/ to /Users/ssdeepa/misc/videos/solr-4.7.2/example/solr-webapp/webapp
INFO  - 2014-04-22 12:00:48.871; org.eclipse.jetty.webapp.StandardDescriptorProcessor; NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
INFO  - 2014-04-22 12:00:48.924; org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init()
INFO  - 2014-04-22 12:00:48.945; org.apache.solr.core.SolrResourceLoader; JNDI not configured for solr (NoInitialContextEx)
INFO  - 2014-04-22 12:00:48.946; org.apache.solr.core.SolrResourceLoader; solr home defaulted to 'solr/' (could not find system property or JNDI)
INFO  - 2014-04-22 12:00:48.947; org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: 'solr/'
INFO  - 2014-04-22 12:00:49.054; org.apache.solr.core.ConfigSolr; Loading container configuration from /Users/ssdeepa/misc/videos/solr-4.7.2/example/solr/solr.xml
INFO  - 2014-04-22 12:00:49.238; org.apache.solr.core.CorePropertiesLocator; Config-defined core root directory: /Users/ssdeepa/misc/videos/solr-4.7.2/example/solr
INFO  - 2014-04-22 12:00:49.248; org.apache.solr.core.CoreContainer; New CoreContainer 2143070567
INFO  - 2014-04-22 12:00:49.249; org.apache.solr.core.CoreContainer; Loading cores into CoreContainer [instanceDir=solr/]
INFO  - 2014-04-22 12:00:49.267; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting socketTimeout to: 0
INFO  - 2014-04-22 12:00:49.268; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting urlScheme to: null
INFO  - 2014-04-22 12:00:49.272; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting connTimeout to: 0
INFO  - 2014-04-22 12:00:49.274; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting maxConnectionsPerHost to: 20
INFO  - 2014-04-22 12:00:49.274; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting corePoolSize to: 0
INFO  - 2014-04-22 12:00:49.274; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting maximumPoolSize to: 2147483647
INFO  - 2014-04-22 12:00:49.274; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting maxThreadIdleTime to: 5
INFO  - 2014-04-22 12:00:49.274; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting sizeOfQueue to: -1
INFO  - 2014-04-22 12:00:49.275; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting fairnessPolicy to: false
INFO  - 2014-04-22 12:00:49.516; org.apache.solr.logging.LogWatcher; SLF4J impl is org.slf4j.impl.Log4jLoggerFactory
INFO  - 2014-04-22 12:00:49.518; org.apache.solr.logging.LogWatcher; Registering Log Listener [Log4j (org.slf4j.impl.Log4jLoggerFactory)]
INFO  - 2014-04-22 12:00:49.519; org.apache.solr.core.CoreContainer; Host Name: 
INFO  - 2014-04-22 12:00:49.872; org.apache.solr.core.CorePropertiesLocator; Looking for core definitions underneath /Users/ssdeepa/misc/videos/solr-4.7.2/example/solr
INFO  - 2014-04-22 12:00:49.883; org.apache.solr.core.CorePropertiesLocator; Found core collection1 in /Users/ssdeepa/misc/videos/solr-4.7.2/example/solr/collection1/
INFO  - 2014-04-22 12:00:49.883; org.apache.solr.core.CorePropertiesLocator; Found 1 core definitions
INFO  - 2014-04-22 12:00:49.885; org.apache.solr.core.CoreContainer; Creating SolrCore 'collection1' using instanceDir: /Users/ssdeepa/misc/videos/solr-4.7.2/example/solr/collection1
INFO  - 2014-04-22 12:00:49.885; org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: '/Users/ssdeepa/misc/videos/solr-4.7.2/example/solr/collection1/'
INFO  - 2014-04-22 12:00:49.993; org.apache.solr.core.SolrConfig; Adding specified lib dirs to ClassLoader
